AriaId,FileName,AriaOpera,AriaLabel,AriaName,Act,Scene,ActAndScene,Year,Decade,Composer,City,Territory,Character,Gender,Harmony_Analysis_Available
288,Did14M-Pensa_che-1768-Boroni[2.01][0288].xml,Did,Did14M,Pensa_che,2,1,201,1768,1760s,Antonio Boroni,Prague,Empire,Osmida,Male,1
289,Did08M-Ogni_amator-1762-Sarti[2.09][0289].xml,Did,Did08M,Ogni_amator,2,9,209,1762,1760s,Giuseppe Sarti,Copenhagen,Empire,Selene,Female,1
290,Did21M-Tacero_se-1768-Boroni[2.09][0290].xml,Did,Did21M,Tacero_se,2,09,209,1768,1760s,Antonio Boroni,Prague,Empire,Araspe,Male,1
291,Did02M-Diro_che-1769-Majo[1.04][0291].xml,Did,Did02M,Diro_che,1,4,104,1769,1760s,Gian Francesco De Majo,Venice,Italy,Selene,Female,1
293,Did05M-Fra_lo-1769-Majo[1.08][0293].xml,Did,Did05M,Fra_lo,1,8,108,1769,1760s,Gian Francesco De Majo,Venice,Italy,Iarba,Male,1
296,Did23M-Veggio_la-1768-Boroni[2.11][0296].xml,Did,Did23M,Veggio_la,2,11,211,1768,1760s,Antonio Boroni,Prague,Empire,Selene,Female,1
297,Did07M-Quando_saprai-1769-Majo[1.10][0297].xml,Did,Did07M,Quando_saprai,1,10,110,1769,1760s,Gian Francesco De Majo,Venice,Italy,Enea,Male,1
298,Did29M-A_trionfar-1768-Boroni[3.06][0298].xml,Did,Did29M,A_trionfar,3,6,306,1768,1760s,Antonio Boroni,Prague,Empire,Enea,Male,1
3,Did12M-Non_ha-1724-Sarro[1.17][0003].xml,Did,Did12M,Non_ha,1,17,117,1724,1720s,Domenico Natale Sarro,Naples,Italy,Didone,Female,1
30,Did02M-Diro_che-1760-Bernasconi[1.03][0030].xml,Did,Did02M,Diro_che,1,3,103,1760,1760s,Andrea Bernasconi,Venice,Italy,Selene,Female,1
300,Did30M-Nel_duol-1768-Boroni[3.07][0300].xml,Did,Did30M,Nel_duol,3,7,307,1768,1760s,Antonio Boroni,Prague,Empire,Selene,Female,1
301,Did31M-Va_crescendo-1768-Boroni[3.07][0301].xml,Did,Did31M,Va_crescendo,3,7,307,1768,1760s,Antonio Boroni,Prague,Empire,Didone,Female,1
302,Did32M-Gia_si-1768-Boroni[3.11][0302].xml,Did,Did32M,Gia_si,3,11,311,1768,1760s,Antonio Boroni,Prague,Empire,Araspe,Male,1
303,Did11M-Tu_mi_disarmi-1810-Paer[1.09][0303].xml,Did,Did11M,Tu_mi_disarmi,1,9,109,1810,1810s,Ferdinando Paër,Paris,France,Iarba,Male,1
304,Did11M-Tu_mi_disarmi-1769-Majo[1.14][0304].xml,Did,Did11M,Tu_mi_disarmi,1,14,114,1769,1760s,Gian Francesco De Majo,Venice,Italy,Iarba,Male,1
306,Did20M-Fosca_nube-1768-Boroni[2.07][0306].xml,Did,Did20M,Fosca_nube,2,7,207,1768,1760s,Antonio Boroni,Prague,Empire,Iarba,Male,1
307,Did02M-Diro_che-1768-Boroni[1.03][0307].xml,Did,Did02M,Diro_che,1,3,103,1768,1760s,Antonio Boroni,Prague,Empire,Selene,Female,1
31,Did18M-Ah_non_lasciarmi-1747-Jommelli[2.02][0031].xml,Did,Did18M,Ah_non_lasciarmi,2,02,202,1747,1740s,Niccolò Jommelli,Rome,Italy,Didone,Female,1
313,Did13M-Se_resto-1794-Paisiello[2.13][0313].xml,Did,Did13M,Se_resto,2,13,213,1794,1790s,Giovanni Paisiello,Naples,Italy,Enea,Male,1
314,Did02M-Diro_che-1794-Paisiello[1.03][0314].xml,Did,Did02M,Diro_che,1,3,103,1794,1790s,Giovanni Paisiello,Naples,Italy,Selene,Female,1
315,Did06M-Se_dalle-1794-Paisiello[1.07][0315].xml,Did,Did06M,Se_dalle,1,7,107,1794,1790s,Giovanni Paisiello,Naples,Italy,Araspe,Male,1
316,Did33M-Cadra_fra-1794-Paisiello[2.15][0316].xml,Did,Did33M,Cadra_fra,2,15,215,1794,1790s,Giovanni Paisiello,Naples,Italy,Iarba,Male,1
317,Did11M-Tu_mi_disarmi-1794-Paisiello[1.15][0317].xml,Did,Did11M,Tu_mi_disarmi,1,15,115,1794,1790s,Giovanni Paisiello,Naples,Italy,Iarba,Male,1
318,Did14M-Pensa_che-1794-Paisiello[2.01][0318].xml,Did,Did14M,Pensa_che,2,1,201,1794,1790s,Giovanni Paisiello,Naples,Italy,Osmida,Male,1
319,Did03M-Son_regina-1744-Scalabrini[1.01][0319].xml,Did,Did03M,Son_regina,1,1,101,1744,1740s,Paolo Scalabrini,Hamburg,Empire,Didone,Female,1
32,Did12M-Non_ha-1749-Jommelli[1.17][0032].xml,Did,Did12M,Non_ha,1,17,117,1749,1740s,Niccolò Jommelli,Vienna,Italy,Didone,Female,1
320,Did07M-Quando_saprai-1794-Paisiello[1.09][0320].xml,Did,Did07M,Quando_saprai,1,9,109,1794,1790s,Giovanni Paisiello,Naples,Italy,Enea,Male,1
322,Did05M-Fra_lo-1744-Scalabrini[1.03][0322].xml,Did,Did05M,Fra_lo,1,3,103,1744,1740s,Paolo Scalabrini,Hamburg,Empire,Iarba,Male,1
324,Did29M-A_trionfar-1763-Jommelli[3.06][0324].xml,Did,Did29M,A_trionfar,3,6,306,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Enea,Male,1
325,Did34M-Vado_ma-1794-Paisiello[2.16][0325].xml,Did,Did34M,Vado_ma,2,16,216,1794,1790s,Giovanni Paisiello,Naples,Italy,Didone,Female,1
326,Did33M-Cadra_fra-1744-Scalabrini[3.08][0326].xml,Did,Did33M,Cadra_fra,3,8,308,1744,1740s,Paolo Scalabrini,Hamburg,Empire,Iarba,Male,1
327,Did18M-Ah_non_lasciarmi-1750-Viotti[X.XX][0327].xml,Did,Did18M,Ah_non_lasciarmi,X,XX,XXX,1750,1750s,Pietro Viotti,NA,NA,Didone,Female,1
328,Did02M-Diro_che-1763-Jommelli[1.03][0328].xml,Did,Did02M,Diro_che,1,3,103,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Selene,Female,1
33,Did03M-Son_regina-1753-Perez[1.05][0033].xml,Did,Did03M,Son_regina,1,5,105,1753,1750s,Davide Perez,Genova,Italy,Didone,Female,1
330,Did24M-Chiamami_pur-1747-Jommelli[2.11][0330].xml,Did,Did24M,Chiamami_pur,2,11,211,1747,1740s,Niccolò Jommelli,Rome,Italy,Iarba,Male,1
334,Did07M-Quando_saprai-1744-Scalabrini[1.04][0334].xml,Did,Did07M,Quando_saprai,1,4,104,1744,1740s,Paolo Scalabrini,Hamburg,Empire,Enea,Male,1
335,Did31M-Va_crescendo-1744-Scalabrini[3.03][0335].xml,Did,Did31M,Va_crescendo,3,3,303,1744,1740s,Paolo Scalabrini,Hamburg,Empire,Selene,Female,1
336,Did17M-L_augelletto-1744-Scalabrini[3.04][0336].xml,Did,Did17M,L_augelletto,3,04,304,1744,1740s,Paolo Scalabrini,Hamburg,Empire,Araspe,Male,1
337,Did02M-Diro_che-1776-Schuster[1.03][0337].xml,Did,Did02M,Diro_che,1,3,103,1776,1770s,Joseph Schuster,Naples,Italy,Selene,Female,1
338,Did09M-Son_quel-1776-Schuster[1.07][0338].xml,Did,Did09M,Son_quel,1,7,107,1776,1770s,Joseph Schuster,Naples,Italy,Iarba,Male,1
34,Did18M-Ah_non_lasciarmi-1753-Perez[2.06][0034].xml,Did,Did18M,Ah_non_lasciarmi,2,06,206,1753,1750s,Davide Perez,Genova,Italy,Didone,Female,1
340,Did23M-Veggio_la-1769-Majo[2.09][0340].xml,Did,Did23M,Veggio_la,2,09,209,1769,1760s,Gian Francesco De Majo,Venice,Italy,Selene,Female,1
341,Did20M-Fosca_nube-1769-Majo[2.05][0341].xml,Did,Did20M,Fosca_nube,2,5,205,1769,1760s,Gian Francesco De Majo,Venice,Italy,Iarba,Male,1
342,Did06M-Se_dalle-1776-Schuster[1.08][0342].xml,Did,Did06M,Se_dalle,1,8,108,1776,1770s,Joseph Schuster,Naples,Italy,Araspe,Male,1
343,Did07M-Quando_saprai-1776-Schuster[1.10][0343].xml,Did,Did07M,Quando_saprai,1,10,110,1776,1770s,Joseph Schuster,Naples,Italy,Enea,Male,1
344,Did04M-Tu_mi_scorgi-1763-Jommelli[1.06][0344].xml,Did,Did04M,Tu_mi_scorgi,1,6,106,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Osmida,Male,1
346,Did31M-Va_crescendo-1769-Majo[3.04][0346].xml,Did,Did31M,Va_crescendo,3,4,304,1769,1760s,Gian Francesco De Majo,Venice,Italy,Didone,Female,1
347,Did11M-Tu_mi_disarmi-1776-Schuster[1.16][0347].xml,Did,Did11M,Tu_mi_disarmi,1,16,116,1776,1770s,Joseph Schuster,Naples,Italy,Iarba,Male,1
348,Did06M-Se_dalle-1763-Jommelli[1.08][0348].xml,Did,Did06M,Se_dalle,1,8,108,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Araspe,Male,1
349,Did07M-Quando_saprai-1763-Jommelli[1.10][0349].xml,Did,Did07M,Quando_saprai,1,10,110,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Enea,Male,1
35,Did18M-Ah_non_lasciarmi-1763-Traetta[2.04][0035].xml,Did,Did18M,Ah_non_lasciarmi,2,04,204,1763,1760s,Tommaso Traetta,Venice,Italy,Didone,Female,1
351,Did03M-Son_regina-1726-Vinci[1.05][0351].xml,Did,Did03M,Son_regina,1,5,105,1726,1720s,Leonardo Vinci,Rome,Italy,Didone,Female,1
352,Did14M-Pensa_che-1776-Schuster[2.01][0352].xml,Did,Did14M,Pensa_che,2,1,201,1776,1770s,Joseph Schuster,Naples,Italy,Osmida,Male,1
353,Did24M-Chiamami_pur-1776-Schuster[2.13][0353].xml,Did,Did24M,Chiamami_pur,2,13,213,1776,1770s,Joseph Schuster,Naples,Italy,Iarba,Male,1
356,Did09M-Son_quel-1747-Jommelli[2.04][0356].xml,Did,Did09M,Son_quel,2,4,204,1747,1740s,Niccolò Jommelli,Rome,Italy,Iarba,Male,1
357,Did09M-Son_quel-1763-Jommelli[1.13][0357].xml,Did,Did09M,Son_quel,1,13,113,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Iarba,Male,1
359,Did17M-L_augelletto-1776-Schuster[2.05][0359].xml,Did,Did17M,L_augelletto,2,05,205,1776,1770s,Joseph Schuster,Naples,Italy,Araspe,Male,1
36,Did18M-Ah_non_lasciarmi-1762-Sarti[2.04][0036].xml,Did,Did18M,Ah_non_lasciarmi,2,04,204,1762,1760s,Giuseppe Sarti,Copenhagen,Empire,Didone,Female,1
361,Did12M-Non_ha-1726-Vinci[1.18][0361].xml,Did,Did12M,Non_ha,1,18,118,1726,1720s,Leonardo Vinci,Rome,Italy,Didone,Female,1
362,Did13M-Se_resto-1726-Vinci[1.19][0362].xml,Did,Did13M,Se_resto,1,19,119,1726,1720s,Leonardo Vinci,Rome,Italy,Enea,Male,1
363,Did03M-Son_regina-1780-Astarita[1.05][0363].xml,Did,Did03M,Son_regina,1,5,105,1780,1780s,Gennaro Astarita,Bratislava,Empire,Didone,Female,1
364,Did18M-Ah_non_lasciarmi-1780-Astarita[2.06][0364].xml,Did,Did18M,Ah_non_lasciarmi,2,06,206,1780,1780s,Gennaro Astarita,Bratislava,Empire,Didone,Female,1
365,Did13M-Se_resto-1780-Astarita[2.15][0365].xml,Did,Did13M,Se_resto,2,15,215,1780,1780s,Gennaro Astarita,Bratislava,Empire,Enea,Male,1
366,Did20M-Fosca_nube-1763-Jommelli[2.05][0366].xml,Did,Did20M,Fosca_nube,2,5,205,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Iarba,Male,1
37,Did18M-Ah_non_lasciarmi-1766-Anon[2.07][0037].xml,Did,Did18M,Ah_non_lasciarmi,2,7,207,1766,1760s,Unknown Composer,Venice,Italy,Didone,Female,1
371,Did33M-Cadra_fra-1780-Astarita[3.09][0371].xml,Did,Did33M,Cadra_fra,3,09,309,1780,1780s,Gennaro Astarita,Bratislava,Empire,Iarba,Male,1
372,Did08M-Ogni_amator-1763-Jommelli[2.09][0372].xml,Did,Did08M,Ogni_amator,2,9,209,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Selene,Female,1
373,Did31M-Va_crescendo-1763-Jommelli[3.08][0373].xml,Did,Did31M,Va_crescendo,3,8,308,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Didone,Female,1
374,Did26M-Vivi_superbo-1744-Scalabrini[3.01][0374].xml,Did,Did26M,Vivi_superbo,3,1,301,1744,1740s,Paolo Scalabrini,Hamburg,Empire,Enea,Male,1
375,Did18M-Ah_non_lasciarmi-1784-Andreozzi[X.XX][0375].xml,Did,Did18M,Ah_non_lasciarmi,X,XX,XXX,1784,1780s,Gaetano Andreozzi,NA,NA,Didone,Female,1
376,Did02M-Diro_che-1780-Astarita[1.03][0376].xml,Did,Did02M,Diro_che,1,3,103,1780,1780s,Gennaro Astarita,Bratislava,Empire,Selene,Female,1
378,Did09M-Son_quel-1780-Astarita[1.07][0378].xml,Did,Did09M,Son_quel,1,7,107,1780,1780s,Gennaro Astarita,Bratislava,Empire,Iarba,Male,1
38,Did03M-Son_regina-1768-Boroni[1.05][0038].xml,Did,Did03M,Son_regina,1,5,105,1768,1760s,Antonio Boroni,Prague,Empire,Didone,Female,1
380,Did13M-Se_resto-1744-Scalabrini[1.10][0380].xml,Did,Did13M,Se_resto,1,10,110,1744,1740s,Paolo Scalabrini,Hamburg,Empire,Enea,Male,1
383,Dem14M-Se_tutti-1733-Caldara[2.06][0383].xml,Dem,Dem14M,Se_tutti,2,6,206,1733,1730s,Antonio Caldara,Vienna,Empire,Dircea,Female,1
385,Did06M-Se_dalle-1780-Astarita[1.08][0385].xml,Did,Did06M,Se_dalle,1,8,108,1780,1780s,Gennaro Astarita,Bratislava,Empire,Araspe,Male,1
386,Dem22M-Misero_pargoletto-1733-Caldara[3.05][0386].xml,Dem,Dem22M,Misero_pargoletto,3,5,305,1733,1730s,Antonio Caldara,Vienna,Empire,Timante,Male,1
388,Did04M-Grato_rende-1726-Vinci[1.06][0388].xml,Did,Did04M,Grato_rende,1,6,106,1726,1720s,Leonardo Vinci,Rome,Italy,Osmida,Male,1
389,Dem25M-Non_dura-1733-Caldara[3.08][0389].xml,Dem,Dem25M,Non_dura,3,8,308,1733,1730s,Antonio Caldara,Vienna,Empire,Creusa,Female,1
39,Did18M-Ah_non_lasciarmi-1768-Boroni[2.05][0039].xml,Did,Did18M,Ah_non_lasciarmi,2,5,205,1768,1760s,Antonio Boroni,Prague,Empire,Didone,Female,1
390,Dem24M-Che_mai-1733-Caldara[3.07][0390].xml,Dem,Dem24M,Che_mai,3,07,307,1733,1730s,Antonio Caldara,Vienna,Empire,Dircea,Female,1
391,Dem23M-Odo_il-1733-Caldara[3.06][0391].xml,Dem,Dem23M,Odo_il,3,06,306,1733,1730s,Antonio Caldara,Vienna,Empire,Demofoonte,Male,1
393,Did05M-Fra_lo-1726-Vinci[1.07][0393].xml,Did,Did05M,Fra_lo,1,7,107,1726,1720s,Leonardo Vinci,Rome,Italy,Iarba,Male,1
394,Did06M-Se_dalle-1726-Vinci[1.08][0394].xml,Did,Did06M,Se_dalle,1,8,108,1726,1720s,Leonardo Vinci,Rome,Italy,Araspe,Male,1
395,Did07M-Quando_saprai-1726-Vinci[1.10][0395].xml,Did,Did07M,Quando_saprai,1,10,110,1726,1720s,Leonardo Vinci,Rome,Italy,Enea,Male,1
397,Did24M-Chiamami_pur-1744-Scalabrini[2.12][0397].xml,Did,Did24M,Chiamami_pur,2,12,212,1744,1740s,Paolo Scalabrini,Hamburg,Empire,Iarba,Male,1
398,Did07M-Quando_saprai-1780-Astarita[1.10][0398].xml,Did,Did07M,Quando_saprai,1,10,110,1780,1780s,Gennaro Astarita,Bratislava,Empire,Enea,Male,1
399,Dem18M-La_destra-1733-Caldara[2.11][0399].xml,Dem,Dem18M,La_destra,2,11,211,1733,1730s,Antonio Caldara,Vienna,Empire,Dircea&Timante,Female&Male,1
40,Did03M-Son_regina-1769-Majo[1.06][0040].xml,Did,Did03M,Son_regina,1,6,106,1769,1760s,Gian Francesco De Majo,Venice,Italy,Didone,Female,1
400,Dem19M-Non_odi-1733-Caldara[3.01][0400].xml,Dem,Dem19M,Non_odi,3,1,301,1733,1730s,Antonio Caldara,Vienna,Empire,Adrasto,Male,1
401,Dem20M-Nel_tuo-1733-Caldara[3.02][0401].xml,Dem,Dem20M,Nel_tuo,3,2,302,1733,1730s,Antonio Caldara,Vienna,Empire,Cherinto,Male,1
402,Dem21M-Ah_che-1733-Caldara[3.03][0402].xml,Dem,Dem21M,Ah_che,3,3,303,1733,1730s,Antonio Caldara,Vienna,Empire,Matusio,Male,1
403,Dem16M-Felice_eta-1733-Caldara[2.08][0403].xml,Dem,Dem16M,Felice_eta,2,8,208,1733,1730s,Antonio Caldara,Vienna,Empire,Creusa,Female,1
404,Dem17M-Perfidi_gia-1733-Caldara[2.10][0404].xml,Dem,Dem17M,Perfidi_gia,2,10,210,1733,1730s,Antonio Caldara,Vienna,Empire,Demofoonte,Male,1
406,Did08M-Ogni_amator-1726-Vinci[1.11][0406].xml,Did,Did08M,Ogni_amator,1,11,111,1726,1720s,Leonardo Vinci,Rome,Italy,Selene,Female,1
407,Dem15M-No_non-1733-Caldara[2.07][0407].xml,Dem,Dem15M,No_non,2,7,207,1733,1730s,Antonio Caldara,Vienna,Empire,Cherinto,Male,1
408,Dem09M-Se_ardire-1733-Caldara[1.13][0408].xml,Dem,Dem09M,Se_ardire,1,13,113,1733,1730s,Antonio Caldara,Vienna,Empire,Timante,Male,1
409,Dem10M-Tu_sai-1733-Caldara[2.01][0409].xml,Dem,Dem10M,Tu_sai,2,1,201,1733,1730s,Antonio Caldara,Vienna,Empire,Creusa,Female,1
41,Did03M-Son_regina-1770-Piccinni[1.05][0041].xml,Did,Did03M,Son_regina,1,5,105,1770,1770s,Niccolò Jommelli,Rome,Italy,Didone,Female,1
410,Dem07M-Il_suo-1733-Caldara[1.08][0410].xml,Dem,Dem07M,Il_suo,1,8,108,1733,1730s,Antonio Caldara,Vienna,Empire,Cherinto,Male,1
411,Dem08M-Padre_perdona-1733-Caldara[1.12][0411].xml,Dem,Dem08M,Padre_perdona,1,12,112,1733,1730s,Antonio Caldara,Vienna,Empire,Dircea,Female,1
412,Dem11M-Prudente_mi-1733-Caldara[2.02][0412].xml,Dem,Dem11M,Prudente_mi,2,2,202,1733,1730s,Antonio Caldara,Vienna,Empire,Timante,Male,1
413,Dem12M-Se_tronca-1733-Caldara[2.03][0413].xml,Dem,Dem12M,Se_tronca,2,3,203,1733,1730s,Antonio Caldara,Vienna,Empire,Demofoonte,Male,1
415,Did09M-Son_quel-1726-Vinci[1.13][0415].xml,Did,Did09M,Son_quel,1,13,113,1726,1720s,Leonardo Vinci,Rome,Italy,Iarba,Male,1
416,Did11M-Tu_mi_disarmi-1780-Astarita[1.16][0416].xml,Did,Did11M,Tu_mi_disarmi,1,16,116,1780,1780s,Gennaro Astarita,Bratislava,Empire,Iarba,Male,1
417,Dem02M-In_te-1733-Caldara[1.02][0417].xml,Dem,Dem02M,In_te,1,2,102,1733,1730s,Antonio Caldara,Vienna,Empire,Dircea,Female,1
418,Dem03M-Per_lei-1733-Caldara[1.03][0418].xml,Dem,Dem03M,Per_lei,1,03,103,1733,1730s,Antonio Caldara,Vienna,Empire,Demofoonte,Male,1
419,Dem04M-Sperai_vicino-1733-Caldara[1.04][0419].xml,Dem,Dem04M,Sperai_vicino,1,04,104,1733,1730s,Antonio Caldara,Vienna,Empire,Timante,Male,1
42,Did18M-Ah_non_lasciarmi-1770-Piccinni[2.02][0042].xml,Did,Did18M,Ah_non_lasciarmi,2,2,202,1770,1770s,Niccolò Jommelli,Rome,Italy,Didone,Female,1
420,Dem01M-O_piu-1733-Caldara[1.01][0420].xml,Dem,Dem01M,O_piu,1,1,101,1733,1730s,Antonio Caldara,Vienna,Empire,Matusio,Male,1
421,Dem05M-Tintendo_ingrata-1733-Caldara[1.05][0421].xml,Dem,Dem05M,Tintendo_ingrata,1,05,105,1733,1730s,Antonio Caldara,Vienna,Empire,Cherinto,Male,1
422,Dem06M-Non_curo-1733-Caldara[1.07][0422].xml,Dem,Dem06M,Non_curo,1,7,107,1733,1730s,Antonio Caldara,Vienna,Empire,Creusa,Female,1
424,Did15M-Leon_che-1726-Vinci[2.02][0424].xml,Did,Did15M,Leon_che,2,2,202,1726,1720s,Leonardo Vinci,Rome,Italy,Iarba,Male,1
425,Did16M-Ardi_per-1726-Vinci[2.03][0425].xml,Did,Did16M,Ardi_per,2,3,203,1726,1720s,Leonardo Vinci,Rome,Italy,Selene,Female,1
427,Did19M-Vedi_nel-1726-Vinci[2.08][0427].xml,Did,Did19M,Vedi_nel,2,8,208,1726,1720s,Leonardo Vinci,Rome,Italy,Enea,Male,1
428,Did14M-Pensa_che-1780-Astarita[2.01][0428].xml,Did,Did14M,Pensa_che,2,1,201,1780,1780s,Gennaro Astarita,Bratislava,Empire,Osmida,Male,1
43,Did03M-Son_regina-1788-Anfossi[1.04][0043].xml,Did,Did03M,Son_regina,1,4,104,1788,1780s,Pasquale Anfossi,Venice,Italy,Didone,Female,1
430,Dem01M-O_piu-1735-Leo[1.01][0430].xml,Dem,Dem01M,O_piu,1,1,101,1735,1730s,Leonardo Leo,Naples,Italy,Matusio,Male,1
431,Dem02M-In_te-1735-Sarro[1.02][0431].xml,Dem,Dem02M,In_te,1,2,102,1735,1730s,Domenico Natale Sarro,Naples,Italy,Dircea,Female,1
432,Dem03M-Per_lei-1735-Mancini[1.03][0432].xml,Dem,Dem03M,Per_lei,1,03,103,1735,1730s,Francesco Mancini,Naples,Italy,Demofoonte,Male,1
433,Dem04M-Sperai_vicino-1735-Leo[1.04][0433].xml,Dem,Dem04M,Sperai_vicino,1,04,104,1735,1730s,Leonardo Leo,Naples,Italy,Timante,Male,1
434,Dem06M-Non_curo-1735-Sarro[1.07][0434].xml,Dem,Dem06M,Non_curo,1,7,107,1735,1730s,Domenico Natale Sarro,Naples,Italy,Creusa,Female,1
436,Did31M-Va_crescendo-1780-Astarita[2.13][0436].xml,Did,Did31M,Va_crescendo,2,13,213,1780,1780s,Gennaro Astarita,Bratislava,Empire,Didone,Female,1
438,Did24M-Chiamami_pur-1780-Astarita[2.14][0438].xml,Did,Did24M,Chiamami_pur,2,14,214,1780,1780s,Gennaro Astarita,Bratislava,Empire,Iarba,Male,1
44,Did18M-Ah_non_lasciarmi-1788-Anfossi[2.04][0044].xml,Did,Did18M,Ah_non_lasciarmi,2,4,204,1788,1780s,Pasquale Anfossi,Venice,Italy,Didone,Female,1
440,Did17M-L_augelletto-1726-Vinci[2.14][0440].xml,Did,Did17M,L_augelletto,2,14,214,1726,1720s,Leonardo Vinci,Rome,Italy,Selene,Male,1
441,Did24M-Chiamami_pur-1726-Vinci[2.17][0441].xml,Did,Did24M,Chiamami_pur,2,17,217,1726,1720s,Leonardo Vinci,Rome,Italy,Iarba,Male,1
443,Dem01M-O_piu-1775-Myslivecek[1.01][0443].xml,Dem,Dem01M,O_piu,1,1,101,1775,1770s,Josef Mysliveček,Naples,Italy,Matusio,Male,1
444,Dem02M-In_te-1775-Myslivecek[1.02][0444].xml,Dem,Dem02M,In_te,1,02,102,1775,1770s,Josef Mysliveček,Naples,Italy,Dircea,Female,1
445,Dem03M-Per_lei-1775-Myslivecek[1.03][0445].xml,Dem,Dem03M,Per_lei,1,03,103,1775,1770s,Josef Mysliveček,Naples,Italy,Demofoonte,Male,1
446,Dem04M-Sperai_vicino-1775-Myslivecek[1.04][0446].xml,Dem,Dem04M,Sperai_vicino,1,4,104,1775,1770s,Josef Mysliveček,Naples,Italy,Timante,Male,1
447,Dem05M-Tintendo_ingrata-1775-Myslivecek[1.05][0447].xml,Dem,Dem05M,Tintendo_ingrata,1,5,105,1775,1770s,Josef Mysliveček,Naples,Italy,Cherinto,Male,1
448,Dem06M-Non_curo-1775-Myslivecek[1.08][0448].xml,Dem,Dem06M,Non_curo,1,8,108,1775,1770s,Josef Mysliveček,Naples,Italy,Creusa,Female,1
45,Did18M-Ah_non_lasciarmi-1769-Majo[2.03][0045].xml,Did,Did18M,Ah_non_lasciarmi,2,03,203,1769,1760s,Gian Francesco De Majo,Venice,Italy,Didone,Female,1
451,Dem07M-Il_suo-1735-Leo[1.08][0451].xml,Dem,Dem07M,Il_suo,1,8,108,1735,1730s,Leonardo Leo,Naples,Italy,Cherinto,Male,1
452,Dem09M-Se_ardire-1735-Sarro[1.09][0452].xml,Dem,Dem09M,Se_ardire,1,9,109,1735,1730s,Domenico Natale Sarro,Naples,Italy,Timante,Male,1
454,Dem11M-Prudente_mi-1735-Mancini[2.02][0454].xml,Dem,Dem11M,Prudente_mi,2,2,202,1735,1730s,Francesco Mancini,Naples,Italy,Timante,Male,1
456,Dem12M-Se_tronca-1735-Leo[2.03][0456].xml,Dem,Dem12M,Se_tronca,2,3,203,1735,1730s,Leonardo Leo,Naples,Italy,Demofoonte,Male,1
457,Dem13M-E_soccorso-1735-Mancini[2.04][0457].xml,Dem,Dem13M,E_soccorso,2,4,204,1735,1730s,Francesco Mancini,Naples,Italy,Matusio,Male,1
458,Dem15M-No_non-1735-Sarro[2.07][0458].xml,Dem,Dem15M,No_non,2,7,207,1735,1730s,Domenico Natale Sarro,Naples,Italy,Cherinto,Male,1
459,Dem16M-Felice_eta-1735-Mancini[2.08][0459].xml,Dem,Dem16M,Felice_eta,2,8,208,1735,1730s,Francesco Mancini,Naples,Italy,Creusa,Female,1
46,Did10M-Infelice_sventurato-1724-Sarro[1.13][0046].xml,Did,Did10M,Infelice_sventurato,1,13,113,1724,1720s,Domenico Natale Sarro,Naples,Italy,Araspe,Male,1
460,Dem18M-La_destra-1735-Leo[2.11][0460].xml,Dem,Dem18M,La_destra,2,11,211,1735,1730s,Leonardo Leo,Naples,Italy,Dircea&Timante,Female&Male,1
461,Dem20M-Nel_tuo-1735-Mancini[3.01][0461].xml,Dem,Dem20M,Nel_tuo,3,1,301,1735,1730s,Francesco Mancini,Naples,Italy,Cherinto,Male,1
463,Dem01M-O_piu-1743-Jommelli[1.01][0463].xml,Dem,Dem01M,O_piu,1,1,101,1743,1740s,Niccolò Jommelli,Padua,Italy,Matusio,Male,1
464,Dem02M-In_te-1743-Jommelli[1.02][0464].xml,Dem,Dem02M,In_te,1,2,102,1743,1740s,Niccolò Jommelli,Padua,Italy,Dircea,Female,1
465,Dem03M-Per_lei-1743-Jommelli[1.03][0465].xml,Dem,Dem03M,Per_lei,1,03,103,1743,1740s,Niccolò Jommelli,Padua,Italy,Demofoonte,Male,1
466,Dem08M-Padre_perdona-1775-Myslivecek[1.13][0466].xml,Dem,Dem08M,Padre_perdona,1,13,113,1775,1770s,Josef Mysliveček,Naples,Italy,Dircea,Female,1
467,Dem10M-Tu_sai-1775-Myslivecek[2.01][0467].xml,Dem,Dem10M,Tu_sai,2,1,201,1775,1770s,Josef Mysliveček,Naples,Italy,Creusa,Female,1
469,Dem23M-Odo_il-1735-Mancini[3.05][0469].xml,Dem,Dem23M,Odo_il,3,05,305,1735,1730s,Francesco Mancini,Naples,Italy,Demofoonte,Male,1
47,Did03M-Son_regina-1776-Schuster[1.05][0047].xml,Did,Did03M,Son_regina,1,5,105,1776,1770s,Joseph Schuster,Naples,Italy,Didone,Female,1
470,Dem24M-Che_mai-1735-Sarro[3.06][0470].xml,Dem,Dem24M,Che_mai,3,06,306,1735,1730s,Domenico Natale Sarro,Naples,Italy,Dircea,Female,1
