AriaId,AriaId,FileName,AriaOpera,AriaLabel,AriaName,Act,Scene,ActAndScene,Year,Decade,Composer,City,Territory,Character,Gender,Form,Key,KeySignature,KeySignatureType,Instrumentation,Scoring,Voices
342,342,Did06M-Se_dalle-1776-Schuster[1.08][0342].xml,Did,Did06M,Se_dalle,1,8,108,1776,1770s,Joseph Schuster,Naples,Italy,Oboi i,Male,ABA,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
343,343,Did07M-Quando_saprai-1776-Schuster[1.10][0343].xml,Did,Did07M,Quando_saprai,1,10,110,1776,1770s,Joseph Schuster,Naples,Italy,Oboi i,Male,ABA,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
344,344,Did04M-Tu_mi_scorgi-1763-Jommelli[1.06][0344].xml,Did,Did04M,Tu_mi_scorgi,1,6,106,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Osmida,Male,Dal segno,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
346,346,Did31M-Va_crescendo-1769-Majo[3.04][0346].xml,Did,Did31M,Va_crescendo,3,04,304,1769,1760s,Gian Francesco De Majo,Venice,Italy,Flauti i,Female,AA,Bb,bb,b,"fl,ob,hn,vn,va,bs","flI,flII,obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
347,347,Did11M-Tu_mi_disarmi-1776-Schuster[1.16][0347].xml,Did,Did11M,Tu_mi_disarmi,1,16,116,1776,1770s,Joseph Schuster,Naples,Italy,Oboi i,Male,AA,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
348,348,Did06M-Se_dalle-1763-Jommelli[1.08][0348].xml,Did,Did06M,Se_dalle,1,8,108,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Oboi i,Male,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
349,349,Did07M-Quando_saprai-1763-Jommelli[1.10][0349].xml,Did,Did07M,Quando_saprai,1,10,110,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Enea,Male,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
351,351,Did03M-Son_regina-1726-Vinci[1.05][0351].xml,Did,Did03M,Son_regina,1,5,105,1726,1720s,Leonardo Vinci,Rome,Italy,Didone,Female,Da capo,C,n,n,"vn,va,bs","sop,vnI,vnII,va,bs",sop
352,352,Did14M-Pensa_che-1776-Schuster[2.01][0352].xml,Did,Did14M,Pensa_che,2,01,201,1776,1770s,Joseph Schuster,Naples,Italy,Trombe  in re i,Male,AA,D,ss,s,"tpt,vn,va,bs","tptI,tptII,sop,vnI,vnII,vaI,vaII,bs",sop
353,353,Did24M-Chiamami_pur-1776-Schuster[2.13][0353].xml,Did,Did24M,Chiamami_pur,2,13,213,1776,1770s,Joseph Schuster,Naples,Italy,Oboi i,Male,AA,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
356,356,Did09M-Son_quel-1747-Jommelli[2.04][0356].xml,Did,Did09M,Son_quel,2,4,204,1747,1740s,Niccolò Jommelli,Rome,Italy,Oboi i,Male,Da capo,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,va,bs",ten
357,357,Did09M-Son_quel-1763-Jommelli[1.13][0357].xml,Did,Did09M,Son_quel,1,13,113,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Oboi i,Male,Dal segno,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,vaI,vaII,bs",ten
36,36,Did18M-Ah_non_lasciarmi-1762-Sarti[2.04][0036].xml,Did,Did18M,Ah_non_lasciarmi,2,04,204,1762,1760s,Giuseppe Sarti,Copenhagen,Empire,Flauti i,Female,ABA,G,s,s,"fl,vn,va,bs","flI,flII,sop,vnI,vnII,va,bs",sop
361,361,Did12M-Non_ha-1726-Vinci[1.18][0361].xml,Did,Did12M,Non_ha,1,18,118,1726,1720s,Leonardo Vinci,Rome,Italy,Didone,Female,Da capo,Eb,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
362,362,Did13M-Se_resto-1726-Vinci[1.19][0362].xml,Did,Did13M,Se_resto,1,19,119,1726,1720s,Leonardo Vinci,Rome,Italy,Enea,Male,Da capo,Bb,bb,b,"vn,va,bs","ten,vnI,vnII,va,bs",ten
363,363,Did03M-Son_regina-1780-Astarita[1.05][0363].xml,Did,Did03M,Son_regina,1,5,105,1780,1780s,Gennaro Astarita,Bratislava,Empire,Oboi i,Female,ABA,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
364,364,Did18M-Ah_non_lasciarmi-1780-Astarita[2.06][0364].xml,Did,Did18M,Ah_non_lasciarmi,2,06,206,1780,1780s,Gennaro Astarita,Bratislava,Empire,Oboi i,Female,AAA,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
365,365,Did13M-Se_resto-1780-Astarita[2.15][0365].xml,Did,Did13M,Se_resto,2,15,215,1780,1780s,Gennaro Astarita,Bratislava,Empire,Oboi i,Male,ABAB,A,sss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,va,bs",ten
366,366,Did20M-Fosca_nube-1763-Jommelli[2.05][0366].xml,Did,Did20M,Fosca_nube,2,05,205,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Oboi i,Male,Dal segno,Eb,bbb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
37,37,Did18M-Ah_non_lasciarmi-1766-Anon[2.07][0037].xml,Did,Did18M,Ah_non_lasciarmi,2,07,207,1766,1760s,Unknown Composer,Venice,Italy,Oboi i,Female,Dal segno,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
371,371,Did33M-Cadra_fra-1780-Astarita[3.09][0371].xml,Did,Did33M,Cadra_fra,3,09,309,1780,1780s,Gennaro Astarita,Bratislava,Empire,Oboi i,Male,ABA,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,vnI,vnII,va,bs,bass",bass
372,372,Did08M-Ogni_amator-1763-Jommelli[2.09][0372].xml,Did,Did08M,Ogni_amator,2,9,209,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Oboi i,Female,Dal segno,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
373,373,Did31M-Va_crescendo-1763-Jommelli[3.08][0373].xml,Did,Did31M,Va_crescendo,3,08,308,1763,1760s,Niccolò Jommelli,Stuttgart,Empire,Oboi i,Female,AAA,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
374,374,Did26M-Vivi_superbo-1744-Scalabrini[3.01][0374].xml,Did,Did26M,Vivi_superbo,3,01,301,1744,1740s,Paolo Scalabrini,Hamburg,Empire,Enea,Male,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
375,375,Did18M-Ah_non_lasciarmi-1784-Andreozzi[X.XX][0375].xml,Did,Did18M,Ah_non_lasciarmi,X,XX,XXX,1784,1780s,Gaetano Andreozzi,NA,NA,Flauti i,Female,AB,G,s,s,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",sop
376,376,Did02M-Diro_che-1780-Astarita[1.03][0376].xml,Did,Did02M,Diro_che,1,3,103,1780,1780s,Gennaro Astarita,Bratislava,Empire,Oboi i,Female,ABA,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
378,378,Did09M-Son_quel-1780-Astarita[1.07][0378].xml,Did,Did09M,Son_quel,1,7,107,1780,1780s,Gennaro Astarita,Bratislava,Empire,Oboi i,Male,ABA,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,bar,vnI,vnII,va,bs",bar
38,38,Did03M-Son_regina-1768-Boroni[1.05][0038].xml,Did,Did03M,Son_regina,1,5,105,1768,1760s,Antonio Boroni,Prague,Empire,Oboi i,Female,Dal segno,Eb,bbb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
380,380,Did13M-Se_resto-1744-Scalabrini[1.10][0380].xml,Did,Did13M,Se_resto,1,10,110,1744,1740s,Paolo Scalabrini,Hamburg,Empire,Corni in fa i,Male,Da capo,F,b,b,"hn,vn,va,bs","hnI,hnII,sop,vnI,vnII,va,bs",sop
383,383,Dem14M-Se_tutti-1733-Caldara[2.06][0383].xml,Dem,Dem14M,Se_tutti,2,6,206,1733,1730s,Antonio Caldara,Vienna,Empire,Dircea,Female,Da capo,c,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
385,385,Did06M-Se_dalle-1780-Astarita[1.08][0385].xml,Did,Did06M,Se_dalle,1,8,108,1780,1780s,Gennaro Astarita,Bratislava,Empire,Araspe,Male,ABA,F,b,b,"vn,va,bs","ten,vnI,vnII,va,bs",ten
386,386,Dem22M-Misero_pargoletto-1733-Caldara[3.05][0386].xml,Dem,Dem22M,Misero_pargoletto,3,05,305,1733,1730s,Antonio Caldara,Vienna,Empire,Timante,Male,Da capo,b,ss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
388,388,Did04M-Grato_rende-1726-Vinci[1.06][0388].xml,Did,Did04M,Grato_rende,1,6,106,1726,1720s,Leonardo Vinci,Rome,Italy,Osmida,Male,Da capo,F,b,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
389,389,Dem25M-Non_dura-1733-Caldara[3.08][0389].xml,Dem,Dem25M,Non_dura,3,08,308,1733,1730s,Antonio Caldara,Vienna,Empire,Creusa,Female,Da capo,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
39,39,Did18M-Ah_non_lasciarmi-1768-Boroni[2.05][0039].xml,Did,Did18M,Ah_non_lasciarmi,2,05,205,1768,1760s,Antonio Boroni,Prague,Empire,Flauti i,Female,Dal segno,C,n,n,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",sop
390,390,Dem24M-Che_mai-1733-Caldara[3.07][0390].xml,Dem,Dem24M,Che_mai,3,07,307,1733,1730s,Antonio Caldara,Vienna,Empire,Dircea,Female,Da capo,c,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
391,391,Dem23M-Odo_il-1733-Caldara[3.06][0391].xml,Dem,Dem23M,Odo_il,3,06,306,1733,1730s,Antonio Caldara,Vienna,Empire,Demofoonte,Male,Da capo,C,n,n,"vn,va,bs","ten,vnI,vnII,va,bs",ten
393,393,Did05M-Fra_lo-1726-Vinci[1.07][0393].xml,Did,Did05M,Fra_lo,1,7,107,1726,1720s,Leonardo Vinci,Rome,Italy,Iarba,Male,Da capo,D,ss,s,"vn,va,bs","alt,vnI,vnII,va,bs",alt
394,394,Did06M-Se_dalle-1726-Vinci[1.08][0394].xml,Did,Did06M,Se_dalle,1,8,108,1726,1720s,Leonardo Vinci,Rome,Italy,Araspe,Male,Da capo,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
395,395,Did07M-Quando_saprai-1726-Vinci[1.10][0395].xml,Did,Did07M,Quando_saprai,1,10,110,1726,1720s,Leonardo Vinci,Rome,Italy,Oboi i,Male,Da capo,G,s,s,"ob,vn,va,bs","obI,obII,ten,vnI,vnII,va,bs",ten
397,397,Did24M-Chiamami_pur-1744-Scalabrini[2.12][0397].xml,Did,Did24M,Chiamami_pur,2,12,212,1744,1740s,Paolo Scalabrini,Hamburg,Empire,Iarba,Male,Da capo,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
398,398,Did07M-Quando_saprai-1780-Astarita[1.10][0398].xml,Did,Did07M,Quando_saprai,1,10,110,1780,1780s,Gennaro Astarita,Bratislava,Empire,Oboi i,Male,ABA,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,va,bs",ten
399,399,Dem18M-La_destra-1733-Caldara[2.11][0399].xml,Dem,Dem18M,La_destra,2,11,211,1733,1730s,Antonio Caldara,Vienna,Empire,Dircea,Male,Da capo,a,n,n,"vn,va,bs","sop,sop,vnI,vnII,va,bs",sop
40,40,Did03M-Son_regina-1769-Majo[1.06][0040].xml,Did,Did03M,Son_regina,1,6,106,1769,1760s,Gian Francesco De Majo,Venice,Italy,Oboi i,Female,Dal segno,A,sss,s,"ob,tpt,vn,va,bs","obI,obII,tptI,tptII,sop,vnI,vnII,vaI,vaII,bs",sop
400,400,Dem19M-Non_odi-1733-Caldara[3.01][0400].xml,Dem,Dem19M,Non_odi,3,1,301,1733,1730s,Antonio Caldara,Vienna,Empire,Adrasto,Male,Da capo,D,ss,s,"vn,va,bs","vnI,vnII,va,bs,bass",bass
401,401,Dem20M-Nel_tuo-1733-Caldara[3.02][0401].xml,Dem,Dem20M,Nel_tuo,3,2,302,1733,1730s,Antonio Caldara,Vienna,Empire,Cherinto,Male,Da capo,c,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
402,402,Dem21M-Ah_che-1733-Caldara[3.03][0402].xml,Dem,Dem21M,Ah_che,3,03,303,1733,1730s,Antonio Caldara,Vienna,Empire,Matusio,Male,Da capo,E,ssss,s,"vn,va,bs","ten,vnI,vnII,va,bs",ten
403,403,Dem16M-Felice_eta-1733-Caldara[2.08][0403].xml,Dem,Dem16M,Felice_eta,2,8,208,1733,1730s,Antonio Caldara,Vienna,Empire,Creusa,Female,Da capo,F,b,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
404,404,Dem17M-Perfidi_gia-1733-Caldara[2.10][0404].xml,Dem,Dem17M,Perfidi_gia,2,10,210,1733,1730s,Antonio Caldara,Vienna,Empire,Demofoonte,Male,Da capo,G,s,s,"vn,va,bs","ten,vnI,vnII,va,bs",ten
406,406,Did08M-Ogni_amator-1726-Vinci[1.11][0406].xml,Did,Did08M,Ogni_amator,1,11,111,1726,1720s,Leonardo Vinci,Rome,Italy,Selene,Female,Da capo,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
407,407,Dem15M-No_non-1733-Caldara[2.07][0407].xml,Dem,Dem15M,No_non,2,7,207,1733,1730s,Antonio Caldara,Vienna,Empire,Cherinto,Male,Da capo,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
408,408,Dem09M-Se_ardire-1733-Caldara[1.13][0408].xml,Dem,Dem09M,Se_ardire,1,13,113,1733,1730s,Antonio Caldara,Vienna,Empire,Timante,Male,Da capo,d,b,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
409,409,Dem10M-Tu_sai-1733-Caldara[2.01][0409].xml,Dem,Dem10M,Tu_sai,2,1,201,1733,1730s,Antonio Caldara,Vienna,Empire,Creusa,Female,Da capo,D,ss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
410,410,Dem07M-Il_suo-1733-Caldara[1.08][0410].xml,Dem,Dem07M,Il_suo,1,8,108,1733,1730s,Antonio Caldara,Vienna,Empire,Cherinto,Male,Da capo,Eb,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
411,411,Dem08M-Padre_perdona-1733-Caldara[1.12][0411].xml,Dem,Dem08M,Padre_perdona,1,12,112,1733,1730s,Antonio Caldara,Vienna,Empire,Dircea,Female,Da capo,G,s,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
412,412,Dem11M-Prudente_mi-1733-Caldara[2.02][0412].xml,Dem,Dem11M,Prudente_mi,2,2,202,1733,1730s,Antonio Caldara,Vienna,Empire,Timante,Male,Da capo,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
413,413,Dem12M-Se_tronca-1733-Caldara[2.03][0413].xml,Dem,Dem12M,Se_tronca,2,3,203,1733,1730s,Antonio Caldara,Vienna,Empire,Demofoonte,Male,Da capo,E,ssss,s,"vn,va,bs","ten,vnI,vnII,va,bs",ten
415,415,Did09M-Son_quel-1726-Vinci[1.13][0415].xml,Did,Did09M,Son_quel,1,13,113,1726,1720s,Leonardo Vinci,Rome,Italy,Iarba,Male,Da capo,C,n,n,"vn,va,bs","alt,vnI,vnII,va,bs",alt
416,416,Did11M-Tu_mi_disarmi-1780-Astarita[1.16][0416].xml,Did,Did11M,Tu_mi_disarmi,1,16,116,1780,1780s,Gennaro Astarita,Bratislava,Empire,Oboi i,Male,ABAB,Eb,bbb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,bar,vnI,vnII,va,bs",bar
418,418,Dem03M-Per_lei-1733-Caldara[1.03][0418].xml,Dem,Dem03M,Per_lei,1,3,103,1733,1730s,Antonio Caldara,Vienna,Empire,Demofoonte,Male,Da capo,C,n,n,"vn,va,bs","ten,vnI,vnII,va,bs",ten
419,419,Dem04M-Sperai_vicino-1733-Caldara[1.04][0419].xml,Dem,Dem04M,Sperai_vicino,1,4,104,1733,1730s,Antonio Caldara,Vienna,Empire,Timante,Male,Da capo,c,bbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
421,421,Dem05M-Tintendo_ingrata-1733-Caldara[1.05][0421].xml,Dem,Dem05M,Tintendo_ingrata,1,5,105,1733,1730s,Antonio Caldara,Vienna,Empire,Cherinto,Male,Da capo,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
422,422,Dem06M-Non_curo-1733-Caldara[1.07][0422].xml,Dem,Dem06M,Non_curo,1,7,107,1733,1730s,Antonio Caldara,Vienna,Empire,Creusa,Female,Da capo,C,n,n,"vn,va,bs","sop,vnI,vnII,va,bs",sop
424,424,Did15M-Leon_che-1726-Vinci[2.02][0424].xml,Did,Did15M,Leon_che,2,02,202,1726,1720s,Leonardo Vinci,Rome,Italy,Iarba,Male,Da capo,Bb,bb,b,"vn,va,bs","alt,vnI,vnII,va,bs",alt
425,425,Did16M-Ardi_per-1726-Vinci[2.03][0425].xml,Did,Did16M,Ardi_per,2,03,203,1726,1720s,Leonardo Vinci,Rome,Italy,Selene,Female,Da capo,D,ss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
427,427,Did19M-Vedi_nel-1726-Vinci[2.08][0427].xml,Did,Did19M,Vedi_nel,2,08,208,1726,1720s,Leonardo Vinci,Rome,Italy,Enea,Male,Da capo,F,b,b,"vn,va,bs","ten,vnI,vnII,va,bs",ten
428,428,Did14M-Pensa_che-1780-Astarita[2.01][0428].xml,Did,Did14M,Pensa_che,2,01,201,1780,1780s,Gennaro Astarita,Bratislava,Empire,Oboi i,Male,AA,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
43,43,Did03M-Son_regina-1788-Anfossi[1.04][0043].xml,Did,Did03M,Son_regina,1,4,104,1788,1780s,Pasquale Anfossi,Venice,Italy,Oboi i,Female,ABA,Bb,bb,b,"ob,cl,hn,vn,va,bs","obI,obII,clI,clII,hnI,hnII,sop,vnI,vnII,va,bs",sop
432,432,Dem03M-Per_lei-1735-Mancini[1.03][0432].xml,Dem,Dem03M,Per_lei,1,3,103,1735,1730s,Francesco Mancini,Naples,Italy,Demofoonte,Male,Dal segno,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
433,433,Dem04M-Sperai_vicino-1735-Leo[1.04][0433].xml,Dem,Dem04M,Sperai_vicino,1,4,104,1735,1730s,Leonardo Leo,Naples,Italy,Oboi i,Male,Da capo,D,ss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vnIII,va,bs",sop
434,434,Dem06M-Non_curo-1735-Sarro[1.07][0434].xml,Dem,Dem06M,Non_curo,1,7,107,1735,1730s,Domenico Natale Sarro,Naples,Italy,Creusa,Female,Dal segno,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
436,436,Did31M-Va_crescendo-1780-Astarita[2.13][0436].xml,Did,Did31M,Va_crescendo,2,13,213,1780,1780s,Gennaro Astarita,Bratislava,Empire,Oboi i,Female,AA,Bb,bb,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,va,bs",sop
438,438,Did24M-Chiamami_pur-1780-Astarita[2.14][0438].xml,Did,Did24M,Chiamami_pur,2,14,214,1780,1780s,Gennaro Astarita,Bratislava,Empire,Oboi i,Male,ABCA,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,bar,vnI,vnII,va,bs",bar
440,440,Did17M-L_augelletto-1726-Vinci[2.14][0440].xml,Did,Did17M,L_augelletto,2,14,214,1726,1720s,Leonardo Vinci,Rome,Italy,Selene,Male,Da capo,C,n,n,"vn,va,bs","sop,vnI,vnII,va,bs",sop
441,441,Did24M-Chiamami_pur-1726-Vinci[2.17][0441].xml,Did,Did24M,Chiamami_pur,2,17,217,1726,1720s,Leonardo Vinci,Rome,Italy,Iarba,Male,Da capo,F,b,b,"vn,va,bs","alt,vnI,vnII,va,bs",alt
444,444,Dem02M-In_te-1775-Myslivecek[1.02][0444].xml,Dem,Dem02M,In_te,1,2,102,1775,1770s,Josef Mysliveček,Naples,Italy,Oboi i,Female,ABA,A,sss,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
445,445,Dem03M-Per_lei-1775-Myslivecek[1.03][0445].xml,Dem,Dem03M,Per_lei,1,3,103,1775,1770s,Josef Mysliveček,Naples,Italy,Oboi i,Male,ABA,C,n,n,"ob,hn,tpt,vn,va,bs","obI,obII,hnI,hnII,tptI,tptII,sop,vnI,vnII,va,bs",sop
446,446,Dem04M-Sperai_vicino-1775-Myslivecek[1.04][0446].xml,Dem,Dem04M,Sperai_vicino,1,4,104,1775,1770s,Josef Mysliveček,Naples,Italy,Oboi i,Male,ABA,F,b,b,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
447,447,Dem05M-Tintendo_ingrata-1775-Myslivecek[1.05][0447] (1).xml,Dem,Dem05M,Tintendo_ingrata,1,5,105,1775,1770s,Josef Mysliveček,Naples,Italy,Cherinto,Male,ABA,D,ss,s,"vn,va,bs","sop,vnI,vnII,vaI,vaII,bs",sop
448,448,Dem06M-Non_curo-1775-Myslivecek[1.08][0448].xml,Dem,Dem06M,Non_curo,1,8,108,1775,1770s,Josef Mysliveček,Naples,Italy,Creusa,Female,ABA,A,sss,s,"vn,va,bs","sop,vnI,vnII,vaI,vaII,bs",sop
45,45,Did18M-Ah_non_lasciarmi-1769-Majo[2.03][0045].xml,Did,Did18M,Ah_non_lasciarmi,2,03,203,1769,1760s,Gian Francesco De Majo,Venice,Italy,Flauti i,Female,AB,F,b,b,"fl,hn,vn,va,bs","flI,flII,hnI,hnII,sop,vnI,vnII,va,bs",sop
451,451,Dem07M-Il_suo-1735-Leo[1.08][0451].xml,Dem,Dem07M,Il_suo,1,8,108,1735,1730s,Leonardo Leo,Naples,Italy,Cherinto,Male,Da capo,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
452,452,Dem09M-Se_ardire-1735-Sarro[1.09][0452].xml,Dem,Dem09M,Se_ardire,1,9,109,1735,1730s,Domenico Natale Sarro,Naples,Italy,Timante,Male,Dal segno,D,ss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
454,454,Dem11M-Prudente_mi-1735-Mancini[2.02][0454].xml,Dem,Dem11M,Prudente_mi,2,2,202,1735,1730s,Francesco Mancini,Naples,Italy,Timante,Male,Da capo,d,b,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
456,456,Dem12M-Se_tronca-1735-Leo[2.03][0456].xml,Dem,Dem12M,Se_tronca,2,3,203,1735,1730s,Leonardo Leo,Naples,Italy,Demofoonte,Male,Da capo,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
457,457,Dem13M-E_soccorso-1735-Mancini[2.04][0457].xml,Dem,Dem13M,E_soccorso,2,4,204,1735,1730s,Francesco Mancini,Naples,Italy,Matusio,Male,Da capo,b,ss,s,"vn,va,bs","ten,vnI,vnII,va,bs",ten
458,458,Dem15M-No_non-1735-Sarro[2.07][0458].xml,Dem,Dem15M,No_non,2,7,207,1735,1730s,Domenico Natale Sarro,Naples,Italy,Cherinto,Male,Da capo,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
459,459,Dem16M-Felice_eta-1735-Mancini[2.08][0459].xml,Dem,Dem16M,Felice_eta,2,8,208,1735,1730s,Francesco Mancini,Naples,Italy,Creusa,Female,Da capo,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
46,46,Did10M-Infelice_sventurato-1724-Sarro[1.13][0046].xml,Did,Did10M,Infelice_sventurato,1,13,113,1724,1720s,Domenico Natale Sarro,Naples,Italy,Araspe,Male,Da capo,A,sss,s,"vn,va,bs","ten,vnI,vnII,va,bs",ten
460,460,Dem18M-La_destra-1735-Leo[2.11][0460].xml,Dem,Dem18M,La_destra,2,11,211,1735,1730s,Leonardo Leo,Naples,Italy,Dircea,Male,Da capo,G,s,s,"vn,va,bs","sop,sop,vnI,vnII,va,bs",sop
461,461,Dem20M-Nel_tuo-1735-Mancini[3.01][0461].xml,Dem,Dem20M,Nel_tuo,3,1,301,1735,1730s,Francesco Mancini,Naples,Italy,Cherinto,Male,Da capo,C,n,n,"vn,va,bs","sop,vnI,vnII,va,bs",sop
464,464,Dem02M-In_te-1743-Jommelli[1.02][0464].xml,Dem,Dem02M,In_te,1,2,102,1743,1740s,Niccolò Jommelli,Padua,Italy,Dircea,Female,Da capo,A,sss,s,"vn,va,bs","sop,vnI,vnII,va,bs",sop
465,465,Dem03M-Per_lei-1743-Jommelli[1.03][0465].xml,Dem,Dem03M,Per_lei,1,3,103,1743,1740s,Niccolò Jommelli,Padua,Italy,Oboi i,Male,Da capo,G,s,s,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,ten,vnI,vnII,vaI,vaII,bs",ten
466,466,Dem08M-Padre_perdona-1775-Myslivecek[1.13][0466].xml,Dem,Dem08M,Padre_perdona,1,13,113,1775,1770s,Josef Mysliveček,Naples,Italy,Oboi i,Female,ABA,c,bbb,b,"ob,bn,hn,vn,va,bs","obI,obII,bn,hnI,hnII,sop,vnI,vnII,va,bs",sop
467,467,Dem10M-Tu_sai-1775-Myslivecek[2.01][0467].xml,Dem,Dem10M,Tu_sai,2,1,201,1775,1770s,Josef Mysliveček,Naples,Italy,Creusa,Female,ABA,F,b,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
469,469,Dem23M-Odo_il-1735-Mancini[3.05][0469].xml,Dem,Dem23M,Odo_il,3,05,305,1735,1730s,Francesco Mancini,Naples,Italy,Demofoonte,Male,Da capo,f,bbbb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
47,47,Did03M-Son_regina-1776-Schuster[1.05][0047].xml,Did,Did03M,Son_regina,1,5,105,1776,1770s,Joseph Schuster,Naples,Italy,Oboi i,Female,ABA,C,n,n,"ob,hn,vn,va,bs","obI,obII,hnI,hnII,sop,vnI,vnII,vaI,vaII,bs",sop
470,470,Dem24M-Che_mai-1735-Sarro[3.06][0470].xml,Dem,Dem24M,Che_mai,3,06,306,1735,1730s,Domenico Natale Sarro,Naples,Italy,Dircea,Female,Da capo,Bb,bb,b,"vn,va,bs","sop,vnI,vnII,va,bs",sop
